"codigo";"ano";"mes";"latitude";"longitude";"mm.sum"
"354780916A";2015;3;-23,724;-46,48;236,739585409967
"354780917A";2013;11;-23,623;-46,522;84,041507613
"354780917A";2013;12;-23,623;-46,522;150,173604656
"354780917A";2014;1;-23,623;-46,522;202,597123978
"354780917A";2014;2;-23,623;-46,522;83,579588958
"354780917A";2014;3;-23,623;-46,522;195,635498869
"354780917A";2014;4;-23,623;-46,522;60,09641863
"354780917A";2014;5;-23,623;-46,522;51,22253749
"354780917A";2014;6;-23,623;-46,522;19,781365348
"354780917A";2014;7;-23,623;-46,522;35,84877657
"354780917A";2014;8;-23,623;-46,522;28,5246999198331
"354780917A";2014;9;-23,623;-46,522;84,363874504863
"354780917A";2014;10;-23,623;-46,522;12,5123666689989
"354780917A";2014;11;-23,623;-46,522;107,945514308721
"354780917A";2014;12;-23,623;-46,522;155,177827432
"354780917A";2015;1;-23,623;-46,522;203,629335922992
"354780917A";2015;2;-23,623;-46,522;279,321403957041
"354780917A";2015;3;-23,623;-46,522;227,14325489657
"354780918A";2013;11;-23,691;-46,499;66,757161631
"354780918A";2013;12;-23,691;-46,499;74,678360434
"354780918A";2014;1;-23,691;-46,499;251,178534445
"354780918A";2014;2;-23,691;-46,499;100,114564154
"354780918A";2014;3;-23,691;-46,499;222,49488892
"354780918A";2014;4;-23,691;-46,499;28,826963969
"354780918A";2014;5;-23,691;-46,499;23,231712872
"354780918A";2014;6;-23,691;-46,499;13,224873917
"354780918A";2014;7;-23,691;-46,499;18,850423479
"354780918A";2014;8;-23,691;-46,499;18,0571235138926
"354780918A";2014;9;-23,691;-46,499;37,5573524385313
"354780918A";2014;10;-23,691;-46,499;10,161254435573
"354780918A";2014;11;-23,691;-46,499;45,5163552352956
"354780918A";2014;12;-23,691;-46,499;98,424385463
"354780918A";2015;1;-23,691;-46,499;175,834353307752
"354780918A";2015;2;-23,691;-46,499;232,756838351214
"354780918A";2015;3;-23,691;-46,499;174,697839646961
"354780919A";2013;11;-23,636;-46,506;0,2
"354780919A";2013;12;-23,636;-46,506;85,543967803
"354780919A";2014;1;-23,636;-46,506;180,284295423
"354780919A";2014;2;-23,636;-46,506;88,548076133
"354780919A";2014;3;-23,636;-46,506;214,390245
"354780919A";2014;4;-23,636;-46,506;70,254193906
"354780919A";2014;5;-23,636;-46,506;44,722765788
"354780919A";2014;6;-23,636;-46,506;18,370081479
"354780919A";2014;7;-23,636;-46,506;30,325197587
"354780919A";2014;8;-23,636;-46,506;28,3113196661245
"354780919A";2014;9;-23,636;-46,506;77,8328989022344
"354780919A";2014;10;-23,636;-46,506;14,1452902609631
"354780919A";2014;11;-23,636;-46,506;90,86564
"354780919A";2014;12;-23,636;-46,506;212,717475598
"354780919A";2015;1;-23,636;-46,506;254,955629243703
"354780919A";2015;2;-23,636;-46,506;283,213893400018
"354780919A";2015;3;-23,636;-46,506;222,763021536282
"354800501A";2015;3;-22,61;-46,926;47,2
"354850004A";2013;12;-23,94;-46,325;32,133822445
"354850004A";2014;1;-23,94;-46,325;228,388768257
"354850004A";2014;2;-23,94;-46,325;250,733398253
"354850004A";2014;3;-23,94;-46,325;305,384590958
"354850004A";2014;4;-23,94;-46,325;239,720380522
"354850004A";2014;5;-23,94;-46,325;192,542467993
"354850004A";2014;6;-23,94;-46,325;113,270543332
"354850004A";2014;7;-23,94;-46,325;110,857837403
"354850004A";2014;8;-23,94;-46,325;100,78083001083
"354850004A";2014;9;-23,94;-46,325;135,414419306595
"354850004A";2014;10;-23,94;-46,325;7,53868631149886
"354850005A";2013;11;-23,942;-46,331;170,742930485
"354850005A";2013;12;-23,942;-46,331;67,609312544
"354850005A";2014;1;-23,942;-46,331;200,39904586
"354850005A";2014;2;-23,942;-46,331;220,733543914
"354850005A";2014;3;-23,942;-46,331;278,342997505
"354850005A";2014;4;-23,942;-46,331;204,126386694
"354850005A";2014;5;-23,942;-46,331;166,973648233
"354850005A";2014;6;-23,942;-46,331;111,135956276
"354850005A";2014;7;-23,942;-46,331;97,418292482
"354850005A";2014;8;-23,942;-46,331;86,3756128350077
"354850005A";2014;9;-23,942;-46,331;110,895995896091
"354850005A";2015;1;-23,942;-46,331;322,738086002792
"354850005A";2015;2;-23,942;-46,331;244,10943479256
"354850005A";2015;3;-23,942;-46,331;159,141538106807
"354850006A";2013;12;-23,931;-46,36;47,485112106
"354850006A";2014;1;-23,931;-46,36;218,795219997
"354850006A";2014;2;-23,931;-46,36;228,122008273
"354850006A";2014;3;-23,931;-46,36;326,65998976
"354850006A";2014;4;-23,931;-46,36;228,958060197
"354850006A";2014;5;-23,931;-46,36;148,080779295
"354850006A";2014;6;-23,931;-46,36;120,646127608
"354850006A";2014;7;-23,931;-46,36;97,43766
"354850006A";2014;8;-23,931;-46,36;87,79244
"354850006A";2014;9;-23,931;-46,36;110,568714983358
"354850006A";2014;10;-23,931;-46,36;18,4153408284258
"354850006A";2014;11;-23,931;-46,36;89,0975142903158
"354850006A";2014;12;-23,931;-46,36;308,987639428
"354850006A";2015;1;-23,931;-46,36;396,091711149536
"354850006A";2015;2;-23,931;-46,36;274,728941339158
"354850006A";2015;3;-23,931;-46,36;222,87495500474
"354850007A";2013;11;-23,93;-46,345;208,43758499
"354850007A";2013;12;-23,93;-46,345;88,764005539
"354850007A";2014;1;-23,93;-46,345;210,338302544
"354850007A";2014;2;-23,93;-46,345;242,443082486
"354850007A";2014;3;-23,93;-46,345;287,487100897
"354850007A";2014;4;-23,93;-46,345;293,10723919
"354850007A";2014;5;-23,93;-46,345;164,773249267
"354850007A";2014;6;-23,93;-46,345;124,56649244
"354850007A";2014;7;-23,93;-46,345;94,46797608
"354850007A";2014;8;-23,93;-46,345;93,1948715728592
"354850007A";2014;9;-23,93;-46,345;127,36607350086
"354850007A";2014;10;-23,93;-46,345;6,71858504172054
"354850007A";2014;11;-23,93;-46,345;9,20542158890093
"354850007A";2014;12;-23,93;-46,345;0
"354850007A";2015;1;-23,93;-46,345;0
"354850008A";2013;11;-23,981;-46,3;200,52136
"354850008A";2013;12;-23,981;-46,3;74,933266796
"354850008A";2014;1;-23,981;-46,3;221,555299576
"354850008A";2014;2;-23,981;-46,3;231,213536526
"354850008A";2014;3;-23,981;-46,3;287,100660392
"354850008A";2014;4;-23,981;-46,3;227,005449147
"354850008A";2014;5;-23,981;-46,3;176,468454359
"354850008A";2014;6;-23,981;-46,3;77,452785165
"354850008A";2014;7;-23,981;-46,3;121,477554473
"354850008A";2014;8;-23,981;-46,3;72,3777529064316
"354850008A";2014;9;-23,981;-46,3;111,286282348378
"354850008A";2014;10;-23,981;-46,3;15,6347304368946
"354850008A";2014;11;-23,981;-46,3;34,2
"354850008A";2014;12;-23,981;-46,3;80,6
"354850008A";2015;1;-23,981;-46,3;354,642136615791
"354850008A";2015;2;-23,981;-46,3;368,051722127923
"354850008A";2015;3;-23,981;-46,3;189,27072874833
"354850009A";2013;11;-23,891;-46,189;280,69200469
"354850009A";2013;12;-23,891;-46,189;184,15412136
"354850009A";2014;1;-23,891;-46,189;345,141538845
"354850009A";2014;2;-23,891;-46,189;240,415616917
"354850009A";2014;3;-23,891;-46,189;372,802732622
"354850009A";2014;4;-23,891;-46,189;351,212383669
"354850009A";2014;5;-23,891;-46,189;222,68812867
"354850009A";2014;6;-23,891;-46,189;141,712406892
"354850009A";2014;7;-23,891;-46,189;216,169461352
"354850009A";2014;8;-23,891;-46,189;120,715693486882
"354850009A";2014;9;-23,891;-46,189;154,561796854167
"354850009A";2014;10;-23,891;-46,189;30,9895871317818
"354850009A";2014;11;-23,891;-46,189;110,336629219744
"354850009A";2014;12;-23,891;-46,189;360,805787164
"354850009A";2015;1;-23,891;-46,189;633,039636773296
"354850009A";2015;2;-23,891;-46,189;387,756446341025
"354850009A";2015;3;-23,891;-46,189;344,865312679969
"354850010A";2013;11;-23,967;-46,305;200,52136
"354850010A";2013;12;-23,967;-46,305;89,67782635
"354850010A";2014;1;-23,967;-46,305;219,570642634
"354850010A";2014;2;-23,967;-46,305;238,765350718
"354850010A";2014;3;-23,967;-46,305;27,006800395
"354850010A";2014;9;-23,967;-46,305;19,7770361738092
"354850010A";2014;10;-23,967;-46,305;18,0270104432764
"354850010A";2014;11;-23,967;-46,305;63,8518602030675
"354850010A";2014;12;-23,967;-46,305;359,656673237
"354850010A";2015;1;-23,967;-46,305;438,82636623781
"354850010A";2015;2;-23,967;-46,305;356,258220408358
"354850010A";2015;3;-23,967;-46,305;215,025699216342
"354850011A";2013;11;-23,965;-46,356;168,117468842
"354850011A";2013;12;-23,965;-46,356;62,326692851
"354850011A";2014;1;-23,965;-46,356;215,547936518
"354850011A";2014;2;-23,965;-46,356;193,541688319
"354850011A";2014;3;-23,965;-46,356;18,541057205
"354850011A";2014;4;-23,965;-46,356;0
"354850011A";2014;5;-23,965;-46,356;0
"354850011A";2014;6;-23,965;-46,356;0
"354850011A";2014;8;-23,965;-46,356;0
"354850011A";2014;9;-23,965;-46,356;29,6668693026721
"354850011A";2014;10;-23,965;-46,356;11,1160242207105
"354850011A";2014;11;-23,965;-46,356;86,1924907813817
"354850011A";2014;12;-23,965;-46,356;382,849582306
"354850011A";2015;1;-23,965;-46,356;310,536619948905
"354850011A";2015;2;-23,965;-46,356;287,860313843248
"354850011A";2015;3;-23,965;-46,356;242,87158598747
"354850012A";2013;12;-23,947;-46,356;18,481676253
"354850012A";2014;1;-23,947;-46,356;222,874574283
"354850012A";2014;2;-23,947;-46,356;224,705525109
"354850012A";2014;3;-23,947;-46,356;280,987709202
"354850012A";2014;4;-23,947;-46,356;243,556476933
"354850012A";2014;5;-23,947;-46,356;172,962217096
"354850012A";2014;6;-23,947;-46,356;123,100853389
"354850012A";2014;7;-23,947;-46,356;102,128160429
"354850012A";2014;8;-23,947;-46,356;98,7319629741699
"354850012A";2014;9;-23,947;-46,356;126,886971304516
"354850012A";2014;10;-23,947;-46,356;23,0277712866305
"354850012A";2014;11;-23,947;-46,356;85,6001123893202
"354850012A";2014;12;-23,947;-46,356;69,97384972
"354850012A";2015;1;-23,947;-46,356;390,097028262625
"354850012A";2015;2;-23,947;-46,356;291,590130361814
"354850012A";2015;3;-23,947;-46,356;239,670214419582
"354850013A";2013;11;-23,935;-46,341;0,2
"354850013A";2013;12;-23,935;-46,341;47,209764627
"354850013A";2014;1;-23,935;-46,341;205,744054641
"354850013A";2014;2;-23,935;-46,341;248,499316368
"354850013A";2014;3;-23,935;-46,341;281,052745666
"354850013A";2014;4;-23,935;-46,341;267,709715726
"354850013A";2014;5;-23,935;-46,341;163,896362356
"354850013A";2014;6;-23,935;-46,341;131,019798295
"354850013A";2014;7;-23,935;-46,341;109,487641805
"354850013A";2014;8;-23,935;-46,341;103,568130555623
"354850013A";2014;9;-23,935;-46,341;125,900427978961
"354850013A";2014;10;-23,935;-46,341;21,5687187578751
"354850013A";2014;11;-23,935;-46,341;90,0582380026118
"354850013A";2014;12;-23,935;-46,341;358,375754431
"354850013A";2015;1;-23,935;-46,341;429,04006809063
"354850013A";2015;2;-23,935;-46,341;294,490181272056
"354850013A";2015;3;-23,935;-46,341;253,315589353807
"354850014A";2014;11;-23,881;-46,314;92,8400130269039
"354850014A";2014;12;-23,881;-46,314;326,01061164
"354850014A";2015;1;-23,881;-46,314;428,591893890469
"354850014A";2015;2;-23,881;-46,314;327,041351049152
"354850014A";2015;3;-23,881;-46,314;254,905358226439
"354850015A";2013;11;-23,937;-46,377;0,2
"354850015A";2013;12;-23,937;-46,377;23,671160845
"354850015A";2014;1;-23,937;-46,377;209,926652633
"354850015A";2014;2;-23,937;-46,377;181,680337041
"354850015A";2014;3;-23,937;-46,377;280,440806281
"354850015A";2014;4;-23,937;-46,377;177,774240076
"354850015A";2014;5;-23,937;-46,377;118,077882208
"354850015A";2014;6;-23,937;-46,377;61,023450631
"354850015A";2014;9;-23,937;-46,377;27,8292282349122
"354850015A";2014;10;-23,937;-46,377;8,15210761978149
"354850015A";2014;11;-23,937;-46,377;92,6376796816507
"354850015A";2014;12;-23,937;-46,377;246,735352044
"354850015A";2015;1;-23,937;-46,377;55,09622
"354850015A";2015;2;-23,937;-46,377;59,00708
"354850015A";2015;3;-23,937;-46,377;22,6
"354870802A";2015;3;-23,744;-46,612;168,050341123461
"354870804A";2015;3;-23,844;-46,598;202,490183606259
"354870805A";2015;1;-23,72266;-46,53876;206,36065762319
"354870805A";2015;2;-23,72266;-46,53876;265,815560886475
"354870805A";2015;3;-23,72266;-46,53876;181,833509998526
"354870806A";2013;11;-23,708;-46,52;15,21475434
"354870806A";2013;12;-23,708;-46,52;81,896276219
"354870806A";2014;1;-23,708;-46,52;179,678289352
"354870806A";2014;2;-23,708;-46,52;83,30484
"354870806A";2014;3;-23,708;-46,52;141,80708
"354870806A";2014;4;-23,708;-46,52;63,434
"354870806A";2014;5;-23,708;-46,52;40,60602
"354870806A";2014;6;-23,708;-46,52;29,034
"354870806A";2014;7;-23,708;-46,52;19,2
"354870806A";2014;8;-23,708;-46,52;0
"354870806A";2014;9;-23,708;-46,52;0
"354870806A";2014;10;-23,708;-46,52;0
"354870806A";2014;11;-23,708;-46,52;0
"354870806A";2014;12;-23,708;-46,52;0
"354870806A";2015;1;-23,708;-46,52;206,880482858016
"354870806A";2015;2;-23,708;-46,52;13,4
"354870806A";2015;3;-23,708;-46,52;1
"354870807A";2013;11;-23,705;-46,572;110,506249441
"354870807A";2013;12;-23,705;-46,572;117,408818379
"354870807A";2014;1;-23,705;-46,572;410,419407821
"354870807A";2014;2;-23,705;-46,572;71,393513781
"354870807A";2014;3;-23,705;-46,572;219,647514359
"354870807A";2014;4;-23,705;-46,572;71,872714201
"354870807A";2014;5;-23,705;-46,572;55,058347425
"354870807A";2014;6;-23,705;-46,572;30,39118895
"354870807A";2014;7;-23,705;-46,572;32,313231814
"354870807A";2014;8;-23,705;-46,572;45,6698277228833
"354870807A";2014;9;-23,705;-46,572;86,400811310521
"354870807A";2014;10;-23,705;-46,572;12,7561596623916
"354870807A";2014;11;-23,705;-46,572;132,871092003783
"354870807A";2014;12;-23,705;-46,572;252,891980328
"354870807A";2015;1;-23,705;-46,572;251,345840761101
"354870807A";2015;2;-23,705;-46,572;265,140068343443
"354870807A";2015;3;-23,705;-46,572;140,918805301103
"354870808A";2013;11;-23,755;-46,531;134,979623057
"354870808A";2013;12;-23,755;-46,531;70,420936644
"354870808A";2014;1;-23,755;-46,531;305,611073782
"354870808A";2014;2;-23,755;-46,531;10,262826699
"354870808A";2014;3;-23,755;-46,531;226,813171202
"354870808A";2014;4;-23,755;-46,531;0,2
"354870808A";2015;1;-23,755;-46,531;182,587716645588
"354870809A";2013;11;-23,772;-46,59;122,323308774
"354870809A";2013;12;-23,772;-46,59;78,954420158
"354870809A";2014;1;-23,772;-46,59;244,981471707
"354870809A";2014;2;-23,772;-46,59;93,843397411
"354870809A";2014;3;-23,772;-46,59;340,620294042
"354870809A";2014;4;-23,772;-46,59;66,077727362
"354870809A";2014;5;-23,772;-46,59;57,483864104
"354870809A";2014;6;-23,772;-46,59;48,658777321
"354870809A";2014;7;-23,772;-46,59;35,505733652
"354870809A";2014;8;-23,772;-46,59;28,291653960583
"354870809A";2015;1;-23,772;-46,59;154,182050580674
"354870809A";2015;2;-23,772;-46,59;268,43434524628
"354870809A";2015;3;-23,772;-46,59;156,508114564058
"354870810A";2013;11;-23,726;-46,524;142,900500009
"354870810A";2013;12;-23,726;-46,524;91,465807531
"354870810A";2014;1;-23,726;-46,524;306,820480677
"354870810A";2014;2;-23,726;-46,524;90,8
"354870810A";2015;1;-23,726;-46,524;227,775687277089
"354870810A";2015;2;-23,726;-46,524;272,474817951595
"354870810A";2015;3;-23,726;-46,524;168,629483116319
"354870811A";2013;11;-23,643;-46,584;103,807650942
"354870811A";2013;12;-23,643;-46,584;90,408272852
"354870811A";2014;1;-23,643;-46,584;182,328809132
"354870811A";2014;2;-23,643;-46,584;120,955334327
"354870811A";2014;3;-23,643;-46,584;226,953853426
"354870811A";2014;4;-23,643;-46,584;73,435267386
"354870811A";2014;5;-23,643;-46,584;56,725124543
"354870811A";2014;6;-23,643;-46,584;23,26694373
"354870811A";2014;7;-23,643;-46,584;45,763699185
"354870811A";2014;8;-23,643;-46,584;31,0403209486538
"354870811A";2014;9;-23,643;-46,584;64,6970778350847
"354870811A";2014;10;-23,643;-46,584;9,53088477620769
"354870811A";2014;11;-23,643;-46,584;118,506582349137
"354870811A";2014;12;-23,643;-46,584;193,132874084
"354870811A";2015;1;-23,643;-46,584;304,486811194931
"354870811A";2015;2;-23,643;-46,584;356,769669645613
"354870811A";2015;3;-23,643;-46,584;236,552423635084
"354870812A";2015;3;-23,721;-46,592;178,134233864651
"354870813A";2013;11;-23,756;-46,578;130,360426234
"354870813A";2013;12;-23,756;-46,578;84,222226504
"354870813A";2014;1;-23,756;-46,578;257,049668936
"354870813A";2014;2;-23,756;-46,578;78,936146654
"354870813A";2014;3;-23,756;-46,578;291,158642731
"354870813A";2014;4;-23,756;-46,578;66,614267552
"354870813A";2014;5;-23,756;-46,578;61,432071773
"354870813A";2014;6;-23,756;-46,578;41,87102825
"354870813A";2014;7;-23,756;-46,578;31,548404225
"354870813A";2014;8;-23,756;-46,578;51,6163918131431
"354870813A";2014;9;-23,756;-46,578;96,32958758842
"354870813A";2014;10;-23,756;-46,578;24,0193042198697
"354870813A";2014;11;-23,756;-46,578;99,4079487349875
"354870813A";2014;12;-23,756;-46,578;246,015718096
"354870813A";2015;1;-23,756;-46,578;256,026506972802
"354870813A";2015;2;-23,756;-46,578;255,4745502681
"354870813A";2015;3;-23,756;-46,578;139,742207016269
"354870814A";2013;11;-23,734;-46,579;66,49885747
"354870814A";2013;12;-23,734;-46,579;71,514621445
"354870814A";2014;1;-23,734;-46,579;250,723419727
"354870814A";2014;2;-23,734;-46,579;67,054131141
"354870814A";2014;3;-23,734;-46,579;294,498317255
"354870814A";2014;4;-23,734;-46,579;54,935488084
"354870814A";2014;5;-23,734;-46,579;59,58914105
"354870814A";2014;6;-23,734;-46,579;38,493287945
"354870814A";2014;7;-23,734;-46,579;35,818335485
"354870814A";2014;8;-23,734;-46,579;41,2770316439098
"354870814A";2014;9;-23,734;-46,579;83,8460287046299
"354870814A";2014;10;-23,734;-46,579;15,50484
"354870814A";2014;11;-23,734;-46,579;119,233102113974
"354870814A";2014;12;-23,734;-46,579;250,623957557
"354870814A";2015;1;-23,734;-46,579;236,951608845824
"354870814A";2015;2;-23,734;-46,579;222,074925687808
"354870814A";2015;3;-23,734;-46,579;172,214971753273
"354870815A";2013;11;-23,744;-46,565;131,324476654
"354870815A";2013;12;-23,744;-46,565;55,898130402
"354870815A";2014;12;-23,744;-46,565;20,865051846
"354870815A";2015;1;-23,744;-46,565;230,147778274229
"354870815A";2015;2;-23,744;-46,565;225,80709371707
"354870815A";2015;3;-23,744;-46,565;179,791384831732
"354870816A";2015;3;-23,783;-46,528;120,084929884216
"354870817A";2015;1;-23,716;-46,555;240,051315208104
"354870817A";2015;2;-23,716;-46,555;274,847002943133
"354870817A";2015;3;-23,716;-46,555;184,504097788322
"354870818A";2013;11;-23,701;-46,534;138,273886562
"354870818A";2013;12;-23,701;-46,534;80,527539664
"354870818A";2014;1;-23,701;-46,534;241,731162441
"354870818A";2014;2;-23,701;-46,534;109,447127513
"354870818A";2014;3;-23,701;-46,534;231,897169913
"354870818A";2014;4;-23,701;-46,534;80,292441349
"354870818A";2014;5;-23,701;-46,534;57,623301214
"354870818A";2014;6;-23,701;-46,534;32,18465682
"354870818A";2014;7;-23,701;-46,534;38,258826637
"354870818A";2014;8;-23,701;-46,534;50,0885335534581
"354870818A";2014;9;-23,701;-46,534;91,9627222392366
"354870818A";2014;10;-23,701;-46,534;29,9025470895342
"354870818A";2014;11;-23,701;-46,534;120,920948677564
"354870818A";2014;12;-23,701;-46,534;188,858477026
"354870819A";2013;11;-23,737;-46,553;142,015044708
"354870819A";2013;12;-23,737;-46,553;79,672598646
"354870819A";2014;1;-23,737;-46,553;338,389925092
"354870819A";2014;2;-23,737;-46,553;78,47039457
"354870819A";2014;3;-23,737;-46,553;11,825275761
"354870819A";2014;7;-23,737;-46,553;0
"354870819A";2014;8;-23,737;-46,553;0,2
"354870819A";2014;12;-23,737;-46,553;29,390769236
"354870819A";2015;1;-23,737;-46,553;241,553983819562
"354870819A";2015;2;-23,737;-46,553;245,372397327516
"354870819A";2015;3;-23,737;-46,553;189,277805033728
"354870820A";2013;11;-23,745;-46,528;143,982047681
"354870820A";2013;12;-23,745;-46,528;67,068645626
"354870820A";2014;1;-23,745;-46,528;343,886721064
"354870820A";2014;2;-23,745;-46,528;104,999678564
"354870820A";2014;3;-23,745;-46,528;204,156619092
"354870820A";2014;4;-23,745;-46,528;83,106610047
"354870820A";2014;5;-23,745;-46,528;63,463461666
"354870820A";2014;6;-23,745;-46,528;41,922436183
"354870820A";2014;7;-23,745;-46,528;43,168854426
"354870820A";2014;8;-23,745;-46,528;51,5874089063962
"354870820A";2014;9;-23,745;-46,528;88,6791317685498
"354870820A";2014;10;-23,745;-46,528;26,8359487520368
"354870820A";2014;11;-23,745;-46,528;94,8261692114413
"354870820A";2014;12;-23,745;-46,528;255,271729601
"354870820A";2015;1;-23,745;-46,528;238,030643847739
"354870820A";2015;2;-23,745;-46,528;264,078353487456
"354870820A";2015;3;-23,745;-46,528;141,928698366354
"354870821A";2014;4;-23,667;-46,567;90,270704458
"354870821A";2014;5;-23,667;-46,567;57,78468041
"354870821A";2014;6;-23,667;-46,567;30,02732897
"354870821A";2014;7;-23,667;-46,567;35,711247136
"354870821A";2014;8;-23,667;-46,567;2,4
"354870821A";2015;1;-23,667;-46,567;194,101157696919
"354870821A";2015;2;-23,667;-46,567;307,032069841087
"354870821A";2015;3;-23,667;-46,567;206,545893531161
"354870822A";2013;11;-23,717;-46,526;91,54441342
"354870822A";2013;12;-23,717;-46,526;72,061130079
"354870822A";2014;1;-23,717;-46,526;277,76896928
"354870822A";2014;2;-23,717;-46,526;116,422546826
"354870822A";2014;3;-23,717;-46,526;235,282936184
"354870822A";2014;4;-23,717;-46,526;73,057312837
"354870822A";2014;5;-23,717;-46,526;61,636683725
"354870822A";2014;6;-23,717;-46,526;32,032898453
"354870822A";2014;7;-23,717;-46,526;41,768328965
"354870822A";2014;8;-23,717;-46,526;47,2689305860903
"354870822A";2014;9;-23,717;-46,526;89,764202732391
"354870822A";2014;10;-23,717;-46,526;24,0426550547731
"354870822A";2014;11;-23,717;-46,526;119,522667480708
"354870822A";2014;12;-23,717;-46,526;213,4313005
"354870822A";2015;1;-23,717;-46,526;299,641808262131
"354870822A";2015;2;-23,717;-46,526;182,832075924461
"354870822A";2015;3;-23,717;-46,526;108,936701293183
"354880701A";2014;4;-23,609;-46,573;62,220616435
"354880701A";2014;5;-23,609;-46,573;50,214009821
"354880701A";2014;6;-23,609;-46,573;20,903947143
"354880701A";2014;7;-23,609;-46,573;29,356100873
"354880701A";2014;8;-23,609;-46,573;26,8659193325717
"354880701A";2014;9;-23,609;-46,573;67,2642733117951
"354880701A";2014;10;-23,609;-46,573;4,6
"354880701A";2014;11;-23,609;-46,573;95,5721506769801
"354880701A";2014;12;-23,609;-46,573;173,780460304
"354880701A";2015;1;-23,609;-46,573;321,717239622193
"354880701A";2015;2;-23,609;-46,573;361,544532713132
"354880701A";2015;3;-23,609;-46,573;312,489605124064
"354880702A";2013;11;-23,623;-46,581;70,804476066
"354880702A";2013;12;-23,623;-46,581;86,437816373
"354880702A";2014;1;-23,623;-46,581;171,853346155
"354880702A";2014;2;-23,623;-46,581;149,037903517
"354880702A";2014;3;-23,623;-46,581;221,755521236
"354880702A";2014;4;-23,623;-46,581;71,653241339
"354880702A";2014;5;-23,623;-46,581;54,128363866
"354880702A";2014;6;-23,623;-46,581;26,991880026
"354880702A";2014;7;-23,623;-46,581;38,389706332
"354880702A";2014;8;-23,623;-46,581;27,315201373407
"354880702A";2014;9;-23,623;-46,581;81,010430965321
"354880702A";2014;10;-23,623;-46,581;13,8762399684636
"354880702A";2014;11;-23,623;-46,581;120,313201091591
"354880702A";2014;12;-23,623;-46,581;211,09022258
"354880702A";2015;1;-23,623;-46,581;289,776277034821
"354880702A";2015;2;-23,623;-46,581;364,40298487371
"354880702A";2015;3;-23,623;-46,581;252,905865703551
"354880703A";2015;3;-23,644;-46,572;221,760256313617
"354880704A";2013;9;-23,616;-46,556;0,6
"354880704A";2013;11;-23,616;-46,556;88,771735521
"354880704A";2013;12;-23,616;-46,556;59,818730788
"354880704A";2014;1;-23,616;-46,556;100,493228012
"354880704A";2014;2;-23,616;-46,556;56,022630696
"354880704A";2014;3;-23,616;-46,556;122,352057051
"354880704A";2014;4;-23,616;-46,556;1,4
"354880704A";2014;5;-23,616;-46,556;0
"354880704A";2014;6;-23,616;-46,556;0
"354880704A";2014;8;-23,616;-46,556;0
"354880704A";2014;9;-23,616;-46,556;0
"354880704A";2014;10;-23,616;-46,556;0
"354880704A";2014;11;-23,616;-46,556;0
"354880704A";2014;12;-23,616;-46,556;0
"354880704A";2015;1;-23,616;-46,556;136,706668037796
"354880704A";2015;2;-23,616;-46,556;350,608435608963
"354880704A";2015;3;-23,616;-46,556;243,043274439668
"354890601A";2014;12;-22,031;-47,87;267,8
"354890601A";2015;1;-22,031;-47,87;152,2
"354890601A";2015;2;-22,031;-47,87;152,2
"354890601A";2015;3;-22,031;-47,87;209,2
"354890602A";2014;12;-21,997;-47,892;262,2
"354890602A";2015;1;-21,997;-47,892;126,6
"354890602A";2015;2;-21,997;-47,892;183,4
"354890602A";2015;3;-21,997;-47,892;271,4
"354890603A";2014;12;-21,898;-47,897;200,8
"354890603A";2015;1;-21,898;-47,897;130,4
"354890603A";2015;2;-21,898;-47,897;215,8
"354890603A";2015;3;-21,898;-47,897;150
"354980501A";2014;12;-20,818;-49,411;184,2
"354980501A";2015;1;-20,818;-49,411;114
"354980501A";2015;2;-20,818;-49,411;226
"354980501A";2015;3;-20,818;-49,411;198,6
"354980502A";2014;12;-20,785;-49,36;155,2
"354980502A";2015;1;-20,785;-49,36;144,6
"354980502A";2015;2;-20,785;-49,36;168,2
"354980502A";2015;3;-20,785;-49,36;199,2
"354980503A";2014;12;-20,795;-49,41;175,2
"354980504A";2014;12;-20,844;-49,386;226,4
"354980504A";2015;1;-20,844;-49,386;159,6
"354980504A";2015;2;-20,844;-49,386;51,4
"354990401A";2013;10;-23,256;-45,941;110,875388511
"354990401A";2013;11;-23,256;-45,941;121,433137004
"354990401A";2013;12;-23,256;-45,941;81,552049648
"354990401A";2014;1;-23,256;-45,941;194,409948368
"354990401A";2014;2;-23,256;-45,941;110,426737351
"354990401A";2014;3;-23,256;-45,941;184,744779521
"354990401A";2014;4;-23,256;-45,941;64,231583327
"354990401A";2014;5;-23,256;-45,941;24,710944599
"354990401A";2014;6;-23,256;-45,941;6,535718369
"354990401A";2014;7;-23,256;-45,941;19,05726
"354990401A";2014;8;-23,256;-45,941;40,2224014308576
"354990401A";2014;9;-23,256;-45,941;62,2696142544064
"354990401A";2014;10;-23,256;-45,941;16,5902981171202
"354990401A";2014;11;-23,256;-45,941;124,953235616452
"354990401A";2014;12;-23,256;-45,941;207,564732912
"354990401A";2015;1;-23,256;-45,941;76,3109212216402
"354990401A";2015;2;-23,256;-45,941;348,429729517786
"354990401A";2015;3;-23,256;-45,941;199,047707914966
"354990402A";2013;10;-23,159;-45,916;66,868971751
"354990402A";2013;11;-23,159;-45,916;123,263084982
"354990402A";2013;12;-23,159;-45,916;83,523185006
"354990402A";2014;1;-23,159;-45,916;191,510320171
"354990402A";2014;2;-23,159;-45,916;178,713232949
"354990402A";2014;3;-23,159;-45,916;69,844379968
